CompoundID,Primary_Target_Assay,Primary_Target_Assay_BioActivity,MW,Molecular_Weight,TPSA,ClogP,LogD,Num_H_Donors,Num_H_Acceptors,Num_AromaticRings,F_SP3,Drug_Class,Cell Permeability,Cmpd Solubility (uM),fafg (Rat),Bioavailability (Rat),"Clint,mic (L/hr/kg) (Rat)"
CM-1359470,JAK1 EC50(uM),0.705,,431.55,118.01,0.639,0.5707,2,9,2,0.65,Class B,61.8,200,,,2.5
CM-1119655,JAK1 EC50(uM),0.659,,293.37,58.87,1.803,1.8032,1,5,3,0.58824,Class B,22.7,,,,51.4
CM-1370690,JAK1 EC50(uM),0.0403,,407.53,102.42,1.304,1.2582,2,8,2,0.68421,Class B,34.6,21.3,,,29.5
CM-1347464,JAK1 EC50(uM),0.449,,351.41,99.69,1.121,1.0754,2,8,3,0.38889,Class B,2.79,,,26.6,6.07
CM-1370354,JAK1 EC50(uM),0.258,,382.46,78.75,-0.326,-0.3341,1,8,3,0.55,Class B,4.58,200,,,4.16
CM-1371181,JAK1 EC50(uM),0.203,,423.55,75.1,2.221,0.7155,1,8,3,0.6087,Class B,21.7,184,,,19.7
CM-1348117,JAK1 EC50(uM),0.545,,326.4,82.87,1.552,1.0283,2,7,3,0.47059,Class B,0.437,197,,,23
CM-1165803,JAK1 EC50(uM),0.0944,,339.39,82.42,-0.411,-0.4109,1,8,3,0.52941,Class B,,,,,
CM-1273995,JAK1 EC50(uM),0.0107,,479.59,112.38,2.034,2.0308,3,8,4,0.44,Class B,34.4,462,,,2.5
CM-1131088,JAK1 EC50(uM),0.0473,,343.39,106.07,2.156,2.1559,3,7,4,0.26316,Class B,56,,,,12.3
CM-1367964,JAK1 EC50(uM),0.283,,396.49,87.55,0.313,0.3128,2,8,3,0.57143,Class B,4.64,200,,,2.99
CM-1278326,JAK1 EC50(uM),0.348,,369.46,77.33,1.279,1.2788,1,7,3,0.65,Class B,8.54,72.9,,,2.5
CM-1250922,JAK1 EC50(uM),0.0241,,360.36,69.53,0.325,0.2937,1,7,3,0.47059,Class B,36.4,46.8,,,7.94
CM-1157483,JAK1 EC50(uM),1.54,,387.36,75,1.988,1.9853,1,7,4,0.33333,Class B,185,5,,,2.5
CM-1131092,JAK1 EC50(uM),0.0769,,343.39,106.07,2.156,2.1559,3,7,4,0.26316,Class B,6.55,0.815,0.28,25.5,17.3
CM-1253939,JAK1 EC50(uM),0.0156,,372.43,107.58,1.192,1.0568,2,8,4,0.35,Class B,46.1,0.819,,,4.04
CM-1261138,JAK1 EC50(uM),0.0954,,416.4,80.99,2.803,2.8027,1,7,4,0.4,Class B,22.2,13.5,,,7.58
CM-1327982,JAK1 EC50(uM),0.446,,377.44,97.79,1.216,1.2159,1,8,4,0.55,Class B,8.71,31.7,,,8.63
CM-1157480,JAK1 EC50(uM),0.21,,344.37,98.79,0.967,0.9666,1,8,4,0.27778,Class B,,,,,
CM-1287095,JAK1 EC50(uM),0.29,,421.46,68.1,3.221,3.2206,1,6,3,0.66667,Class B,27.3,3,,,2.5
CM-1347458,JAK1 EC50(uM),0.0264,,293.37,69.77,1.751,1.7501,1,5,3,0.47059,Class B,19.7,95.8,,,22.4
CM-1157481,JAK1 EC50(uM),0.168,,345.36,111.68,0.373,0.3727,1,9,4,0.29412,Class B,,,,,
CM-1371190,JAK1 EC50(uM),0.318,,421.54,83.06,1.95,0.3097,1,8,3,0.56522,Class B,41.1,187,,,27.8
CM-1330811,JAK1 EC50(uM),0.0408,,392.45,84.48,0.748,0.7293,1,8,4,0.47619,Class B,5.78,200,1.32,43.7,5.01
CM-1296139,JAK1 EC50(uM),0.0152,,441.47,92.15,2.067,2.0667,2,7,3,0.57895,Class B,36.8,42,,,10.9
CM-1371189,JAK1 EC50(uM),0.0415,,354.41,87.55,-0.268,-0.2677,2,8,3,0.5,Class B,2.08,200,,6.27,2.5
CM-1268563,JAK1 EC50(uM),0.0447,,390.41,91.89,2.547,2.5469,1,7,4,0.33333,Class B,25,26,,,13.7
CM-1268573,JAK1 EC50(uM),0.0653,,434.41,86.6,1.002,0.8473,1,8,3,0.5,Class B,47.2,41,,,2.5
CM-1253935,JAK1 EC50(uM),0.0274,,342.4,81.8,1.915,1.7736,2,6,4,0.25,Class B,,,,,
CM-1371192,JAK1 EC50(uM),0.258,,326.44,80.63,2.676,1.6214,2,6,2,0.61111,Class B,46.8,173,,,24.4
CM-1265084,JAK1 EC50(uM),0.022,,430.45,95.38,1.145,1.1381,2,8,3,0.52941,Class B,36.4,67,,,7.9
CM-1289247,JAK1 EC50(uM),0.0681,,350.42,91.03,0.314,0.2792,2,7,3,0.52632,Class B,10.1,200,,,2.87
CM-1255543,JAK1 EC50(uM),0.621,,396.46,89.35,0.797,0.7025,1,7,4,0.3,Class B,,,,,
CM-1198944,JAK1 EC50(uM),0.0433,,360.43,105.04,-0.254,-0.2537,2,8,3,0.5625,Class B,1.69,138,1.06,51.1,4.76
CM-1368552,JAK1 EC50(uM),0.217,,368.43,87.55,-0.208,-0.2078,2,8,3,0.52632,Class B,2.63,142,,,2.5
CM-1368553,JAK1 EC50(uM),0.112,,368.43,87.55,-0.208,-0.2078,2,8,3,0.52632,Class B,3.64,168,,,2.5
CM-1375566,JAK1 EC50(uM),1.24,,376.46,96.68,0.656,-1.016,2,8,4,0.45,Class B,,127,,,2.69
CM-1113045,JAK1 EC50(uM),2.3,,349.45,82.19,1.56,1.5149,1,7,2,0.625,Class B,,,,,
CM-1366416,JAK1 EC50(uM),0.0524,,377.44,93.32,0.269,0.2684,1,8,3,0.5,Class B,8.14,128,,,3.46
CM-1354677,JAK1 EC50(uM),0.0557,,399.51,83.06,2.423,2.3753,1,8,3,0.57895,Class B,10.8,200,,6.82,4.99
CM-1357161,JAK1 EC50(uM),0.13,,323.4,82.62,2.114,2.061,2,7,3,0.41176,Class B,5.97,200,,,2.5
CM-1253937,JAK1 EC50(uM),0.0163,,359.37,66.29,0.393,0.362,1,6,3,0.5,Class B,43.7,200,,,3.97
CM-1282028,JAK1 EC50(uM),0.208,,381.51,68.1,3.243,3.2434,1,6,3,0.68182,Class B,7.1,6,,,200
CM-1386219,JAK1 EC50(uM),0.382,,354.41,91.15,1.596,1.5503,1,8,3,0.44444,Class B,49.2,183,,,2.5
CM-1252116,JAK1 EC50(uM),0.0679,,360.43,95.38,0.133,-0.0166,2,8,3,0.5,Class B,31,321,,,5.81
CM-1374803,JAK1 EC50(uM),0.0348,,347.42,83.79,0.806,0.8056,2,7,4,0.36842,Class B,54,73.5,,,19.4
CM-1339531,JAK1 EC50(uM),0.00645,,365.43,97.79,1.505,1.5047,1,8,4,0.52632,Class B,10.1,2.46,,,17.7
CM-1351414,JAK1 EC50(uM),0.079,,383.45,96.2,1.968,1.9208,1,9,3,0.57895,Class B,13.2,200,,21.3,3.86
CM-1341539,JAK1 EC50(uM),0.0103,,409.51,84.23,1.446,1.431,1,8,4,0.5,Class B,8.3,16,,,13.1
CM-1255508,JAK1 EC50(uM),0.0328,,388.41,69.53,0.82,0.8194,1,7,3,0.52632,Class B,51.5,562,,,7.49
CM-1289181,JAK1 EC50(uM),0.103,,342.4,88.41,0.769,0.7688,1,8,3,0.52941,Class B,12.3,34.3,,,81.1
CM-1357437,JAK1 EC50(uM),0.0499,,381.47,75.52,0.611,0.6105,1,7,3,0.57143,Class B,5.34,63,,,2.5
CM-1386651,JAK1 EC50(uM),0.321,,342.4,87.54,-0.6,-0.6005,2,8,3,0.47059,Class B,1.02,154,,,2.72
CM-1372415,JAK1 EC50(uM),0.322,,348.41,96.68,0.125,0.1254,2,8,4,0.38889,Class B,11.9,200,,,2.5
CM-1188453,JAK1 EC50(uM),0.757,,399.45,96.93,2.373,2.3732,2,8,5,0.36364,Class B,,1,,,
CM-1254336,JAK1 EC50(uM),0.0247,,359.37,66.29,0.347,0.3471,1,6,3,0.5,Class B,59.8,204,,,15.3
CM-1247657,JAK1 EC50(uM),0.054,,373.41,104.78,1.781,1.7809,1,8,4,0.35,Class B,49.5,146,,,4.58
CM-1177209,JAK1 EC50(uM),2.31,,350.42,87.97,0.869,0.8695,2,7,3,0.57895,Class B,24.5,151,,,12.6
CM-1268574,JAK1 EC50(uM),0.0245,,372.42,91.89,2.404,2.4042,1,7,4,0.33333,Class B,25.8,5,,,12.6
CM-1355883,JAK1 EC50(uM),0.0747,,366.44,87.97,1.061,1.0608,2,7,4,0.33333,Class B,24,5,,,2.5
CM-1247655,JAK1 EC50(uM),0.0845,,359.39,120.47,0.135,0.135,2,9,4,0.33333,Class B,40.8,32,,,
CM-1358225,JAK1 EC50(uM),0.0452,,355.43,86.52,0.52,0.5196,2,7,3,0.52632,Class B,28.2,175,,,5.98
CM-1238915,JAK1 EC50(uM),0.123,,318.38,70.9,1.447,1.4452,2,6,4,0.27778,Class B,48.6,342,,,20.1
CM-1156356,JAK1 EC50(uM),0.472,,271.32,68.1,0.57,0.57,1,6,3,0.5,Class B,,,,,
CM-1002243,JAK1 EC50(uM),1.12,,368.29,95.59,1.882,1.8823,3,7,3,0.2,Class B,36.1,38,,,
CM-1270618,JAK1 EC50(uM),0.155,,416.42,95.38,1.13,0.9692,2,8,3,0.5,Class B,,,,,
CM-1719220,JAK1 EC50(uM),0.691,,349.45,82.19,1.56,1.5149,1,7,2,0.625,Class B,12.4,,,,
CM-1338818,JAK1 EC50(uM),0.0436,,444.46,87.89,1.679,1.6787,1,8,4,0.47619,Class B,10.3,483,,,44.4
CM-1339643,JAK1 EC50(uM),0.148,,405.5,76.27,0.75,0.6312,1,8,4,0.5,Class B,0.949,32.1,,,2.5
CM-1270519,JAK1 EC50(uM),0.36,,430.45,86.6,1.24,1.0859,1,8,3,0.52941,Class B,,204,,,
CM-1339480,JAK1 EC50(uM),0.501,,420.51,89.16,0.836,0.7661,1,9,4,0.54545,Class B,3.11,27.3,,,6.98
CM-1359339,JAK1 EC50(uM),0.126,,348.4,90.07,0.587,0.5863,1,7,3,0.47368,Class B,49.9,154,,,10.7
CM-1280056,JAK1 EC50(uM),0.316,,329.4,77.33,0.81,0.8101,1,7,3,0.58824,Class B,6.61,65,,,
CM-1269692,JAK1 EC50(uM),1.13,,430.45,95.38,1.101,0.566,2,8,3,0.52941,Class B,,163,,,
CM-1357440,JAK1 EC50(uM),0.423,,328.37,98.55,-1.243,-1.2437,3,8,3,0.4375,Class B,0.0928,169,,,10.9
CM-1270518,JAK1 EC50(uM),2.01,,442.46,86.6,1.326,1.173,1,8,3,0.55556,Class B,,125,,,
CM-1268564,JAK1 EC50(uM),0.0149,,390.41,91.89,2.547,2.5469,1,7,4,0.33333,Class B,,,,,
CM-1367785,JAK1 EC50(uM),0.0541,,431.53,84.23,0.921,-1.0437,1,8,4,0.5,Class B,,,,,
CM-1038624,JAK1 EC50(uM),0.184,,453.56,89.61,3.36,3.3595,1,8,3,0.3913,Class B,18.5,1,,,46.2
CM-1719215,JAK1 EC50(uM),1.46,,337.44,82.19,1.299,1.254,1,7,2,0.6,Class B,7.34,,,,
CM-1288893,JAK1 EC50(uM),0.343,,360.43,96.25,-0.301,-0.3005,1,8,3,0.5625,Class B,,48,,,
CM-1306257,JAK1 EC50(uM),0.0725,,394.43,66.21,3.469,3.4682,2,5,3,0.6,Class B,8.21,18,,,39.9
CM-1290424,JAK1 EC50(uM),0.487,,434.51,125.71,-1.188,-1.188,2,10,3,0.63158,Class B,23,469,,,3.29
CM-1282688,JAK1 EC50(uM),0.193,,346.38,62.11,1.452,1.4518,1,6,3,0.58824,Class B,39.4,543,,,2.5
CM-1306329,JAK1 EC50(uM),0.0687,,422.45,71.34,1.811,1.6342,1,7,3,0.65,Class B,6.34,400,,153,4.27
CM-1352091,JAK1 EC50(uM),0.0183,,420.43,69.52,1.536,1.5353,1,7,3,0.55,Class B,15.5,36.6,,,294
CM-1298464,JAK1 EC50(uM),0.357,,378.38,97.2,1.012,1.0115,2,8,3,0.52941,Class B,3.8,33.5,,,7.79
CM-1367769,JAK1 EC50(uM),0.014,,431.53,99.04,2.223,2.1937,1,8,4,0.5,Class B,25.6,43,,,86.8
CM-1255505,JAK1 EC50(uM),0.0101,,374.39,69.53,0.549,0.5491,1,7,3,0.5,Class B,42.4,200,,,13.4
CM-1307328,JAK1 EC50(uM),0.00993,,398.48,115.94,1.045,1.0451,2,8,3,0.52632,Class B,42.8,36,,,8.29
CM-1258772,JAK1 EC50(uM),0.0465,,401.49,108.27,-0.536,-0.5356,2,9,3,0.61111,Class B,23.3,6,,,5.19
CM-1373906,JAK1 EC50(uM),0.0242,,391.43,101.3,0.421,0.4211,1,9,4,0.35,Class B,36.4,200,,,14.2
CM-1344971,JAK1 EC50(uM),0.0506,,361.44,84.65,1.987,1.9871,1,7,4,0.45,Class B,12.1,26.9,,,31
CM-1341508,JAK1 EC50(uM),0.0417,,409.51,84.23,1.395,1.3915,1,8,4,0.5,Class B,6.53,200,0,0,11.4
CM-1167645,JAK1 EC50(uM),0.765,,249.27,58.87,1.615,1.6152,1,5,4,0.07143,Class B,69.3,226,,,2.5
CM-1246259,JAK1 EC50(uM),0.0069,,374.39,69.52,0.612,0.5811,1,7,3,0.5,Class B,44.4,510,,,10
CM-1283098,JAK1 EC50(uM),0.533,,342.4,88.41,0.769,0.7688,1,8,3,0.52941,Class B,9.71,28.4,,,8.51
CM-1351410,JAK1 EC50(uM),0.244,,349.43,85.9,0.765,0.2599,1,7,3,0.57895,Class B,2.44,33.8,,,3.34
CM-1246249,JAK1 EC50(uM),0.0356,,377.44,93.32,0.236,0.2057,1,8,3,0.5,Class B,,566,,,
CM-1345931,JAK1 EC50(uM),0.0238,,419.49,58.45,2.867,2.2422,1,6,4,0.41667,Class B,24.6,25.8,,,32.2
CM-1382646,JAK1 EC50(uM),0.0499,,362.38,78.31,0.161,0.1608,2,7,3,0.47059,Class B,,573,,,
CM-1288290,JAK1 EC50(uM),0.251,,324.38,91.89,0.63,0.63,1,7,3,0.52941,Class B,4.57,27.4,,,3.44
CM-1370874,JAK1 EC50(uM),1.36,,368.48,61.69,0.574,-1.3502,1,7,3,0.6,Class B,14.4,151,,,2.5
CM-1307509,JAK1 EC50(uM),0.0818,,361.44,76.69,2.045,2.0448,1,7,4,0.5,Class B,13.1,340,,,117
CM-1242954,JAK1 EC50(uM),0.157,,381.47,75.52,0.578,0.5478,1,7,3,0.57143,Class B,,489,,,
CM-1242937,JAK1 EC50(uM),0.0411,,365.35,66.28,1.034,1.003,1,6,3,0.47059,Class B,,542,,,
CM-1116691,JAK1 EC50(uM),0.271,,241.29,58.87,1.314,1.3136,1,5,3,0.46154,Class B,59.3,200,,,5.54
CM-1206156,JAK1 EC50(uM),0.101,,334.38,90.08,0.222,0.2214,1,7,3,0.44444,Class B,,525,,,
CM-1372042,JAK1 EC50(uM),0.0173,,417.51,99.04,1.779,1.7491,1,8,4,0.47826,Class B,42.4,105,,,81.6
CM-1355883,JAK1 EC50(uM),0.0747,,366.44,87.97,1.061,1.0608,2,7,4,0.33333,Class B,24,5,,,2.5
CM-1327429,JAK1 EC50(uM),0.0421,,392.45,94.13,1.651,1.6509,1,8,4,0.52381,Class B,13.5,89,,,34.6
CM-1130276,JAK1 EC50(uM),1.01,,243.26,68.1,-0.379,-0.3789,1,6,3,0.41667,Class B,19.7,483,,,2.5
CM-1367609,JAK1 EC50(uM),0.0795,,361.44,75,1.278,-0.0356,1,7,4,0.4,Class B,3.21,136,,,2.73
CM-1267893,JAK1 EC50(uM),0.0708,,390.48,75.82,3.9,3.9,2,6,4,0.3913,Class B,,,,,
CM-1246931,JAK1 EC50(uM),0.0124,,370.42,69.52,0.232,0.2012,1,7,3,0.52632,Class B,43.1,467,,,13.5
CM-1297028,JAK1 EC50(uM),0.384,,364.4,115,-0.446,-0.4457,2,9,3,0.5,Class B,0.155,34.8,,,2.5
CM-1129174,JAK1 EC50(uM),0.239,,352.31,79.18,0.135,0.1344,1,7,3,0.46667,Class B,,,,,
CM-1375347,JAK1 EC50(uM),0.0896,,391.47,93.32,0.402,0.4017,1,8,3,0.52381,Class B,8.27,152,,,7.68
CM-1047129,JAK1 EC50(uM),1.41,,327.42,65.12,2.263,2.2183,1,6,2,0.61111,Class B,,,,,
CM-1239333,JAK1 EC50(uM),0.41,,323.35,111.76,-0.706,-0.7126,2,8,3,0.4375,Class B,,538,,,
CM-1105820,JAK1 EC50(uM),2.43,,310.35,88.91,0.828,0.7788,1,7,2,0.5,Class B,,,,,
CM-1308157,JAK1 EC50(uM),0.0843,,380.44,94.13,1.796,1.7959,1,8,4,0.5,Class B,13.8,444,,,267
CM-1360702,JAK1 EC50(uM),0.144,,377.44,84.22,1.096,-0.0205,1,8,4,0.4,Class B,31.6,159,,,6.35
CM-1341849,JAK1 EC50(uM),1.02,,350.42,89.57,1.482,1.4817,1,8,4,0.5,Class B,5.88,18.3,,,2.5
CM-1145815,JAK1 EC50(uM),0.107,,343.39,106.07,2.156,2.1559,3,7,4,0.26316,Class B,40.3,,,,5.32
CM-1118611,JAK1 EC50(uM),0.047,,332.4,62.11,1.567,-0.1638,1,6,4,0.31579,Class B,,,,,
CM-1261116,JAK1 EC50(uM),0.23,,285.34,79.09,0.529,0.5289,2,6,3,0.53333,Class B,,533,,,
CM-1192630,JAK1 EC50(uM),2.19,,372.44,105.04,-0.09,-0.0899,2,8,3,0.58824,Class B,19.2,7,,,
CM-1376201,JAK1 EC50(uM),0.127,,398.46,98.99,-0.734,-0.7341,2,9,3,0.55,Class B,,564,,,
CM-1347461,JAK1 EC50(uM),0.0889,,382.46,83.31,1.776,1.7163,1,8,3,0.55,Class B,11.2,23.1,0.497,36.8,2.5
CM-1247542,JAK1 EC50(uM),0.0394,,379.38,66.28,1.304,1.2735,1,6,3,0.5,Class B,,532,,,
CM-1247652,JAK1 EC50(uM),0.00243,,370.42,69.52,0.232,0.2012,1,7,3,0.52632,Class B,33.2,108,,,2.5
CM-1254926,JAK1 EC50(uM),0.0459,,388.41,69.53,0.673,0.6423,1,7,3,0.52632,Class B,55,477,,,28.2
CM-1181390,JAK1 EC50(uM),0.0273,,349.39,102.97,-0.058,-0.058,1,8,3,0.5,Class B,,,,,
CM-1370329,JAK1 EC50(uM),0.0815,,394.39,87.97,1.399,1.3993,2,7,3,0.55556,Class B,29,150,,,3.01
CM-1175940,JAK1 EC50(uM),0.717,,307.35,68.1,2.268,2.268,1,6,4,0.23529,Class B,23.7,14,,,19.9
CM-1242941,JAK1 EC50(uM),0.0302,,335.4,66.28,0.751,0.7207,1,6,3,0.42105,Class B,40,397,,,13.7
CM-1136038,JAK1 EC50(uM),0.497,,242.28,66.59,1.097,1.0972,2,5,3,0.38462,Class B,54.3,87,,,
CM-1243519,JAK1 EC50(uM),0.0793,,323.35,102.97,-0.693,-0.7009,1,8,3,0.4375,Class B,3.75,589,,,
CM-1238078,JAK1 EC50(uM),0.464,,361.4,92.07,-0.1,-0.1311,1,8,4,0.31579,Class B,,546,,,
CM-1175950,JAK1 EC50(uM),0.611,,277.32,58.87,2.347,2.3468,1,5,4,0.1875,Class B,41,180,,,2.5
CM-1247553,JAK1 EC50(uM),0.0469,,336.39,90.07,-0.148,-0.179,1,7,3,0.44444,Class B,28.8,568,,,2.5
CM-1386653,JAK1 EC50(uM),0.171,,356.42,87.54,-0.54,-0.5406,2,8,3,0.5,Class B,1.68,175,,,2.65
CM-1357892,JAK1 EC50(uM),0.0721,,375.43,99.04,0.443,0.4418,1,8,4,0.4,Class B,,394,,,
CM-1282050,JAK1 EC50(uM),0.419,,399.51,92.66,1.872,1.8715,2,7,3,0.6,Class B,3.93,33.6,,,2.67
CM-1246239,JAK1 EC50(uM),0.0133,,377.44,93.32,-0.075,-0.1056,1,8,3,0.5,Class B,,556,,,
CM-1360701,JAK1 EC50(uM),0.311,,347.42,75,0.575,-0.7162,1,7,4,0.36842,Class B,,,,,
CM-1250324,JAK1 EC50(uM),0.0256,,331.41,58.01,2.346,2.2089,2,5,4,0.3,Class B,33.8,56,,,2.5
CM-1358688,JAK1 EC50(uM),0.02,,362.43,96.68,0.57,0.57,2,8,4,0.42105,Class B,65.5,58.8,,,12.4
CM-1252397,JAK1 EC50(uM),0.0289,,360.36,69.53,0.279,0.2788,1,7,3,0.47059,Class B,56.5,564,,,6.95
CM-1250356,JAK1 EC50(uM),0.0233,,373.41,120.47,0.58,0.5796,2,9,4,0.36842,Class B,41.6,2,,0,
CM-1308156,JAK1 EC50(uM),0.0786,,380.44,94.13,1.796,1.7959,1,8,4,0.5,Class B,14.8,106,,,24.6
CM-1194602,JAK1 EC50(uM),0.264,,361.46,99.77,1.226,1.1656,3,7,2,0.64706,Class B,,,,,
CM-1245317,JAK1 EC50(uM),0.329,,427.56,92.15,2.243,2.1733,2,7,3,0.63636,Class B,,71,,,
CM-1175947,JAK1 EC50(uM),1.05,,249.27,58.87,1.615,1.6152,1,5,4,0.07143,Class B,73.3,18,,,2.5
CM-1004057,JAK1 EC50(uM),0.175,,270.33,61.02,2.603,2.6032,2,5,2,0.46667,Class B,84,63,,,24.2
CM-1367593,JAK1 EC50(uM),0.269,,347.42,75,0.383,-0.9606,1,7,4,0.36842,Class B,,,,,
CM-1265592,JAK1 EC50(uM),0.159,,358.4,91.89,1.96,1.9596,1,7,4,0.3,Class B,32.1,66,,,7.82
CM-1246254,JAK1 EC50(uM),0.0191,,377.44,93.32,0.236,0.2057,1,8,3,0.5,Class B,,549,,,
CM-1175943,JAK1 EC50(uM),1.41,,265.27,68.1,0.944,0.9441,1,6,4,0.07143,Class B,74.3,54,,,18.7
CM-1286152,JAK1 EC50(uM),0.638,,410.44,96.25,0.363,0.3634,1,8,3,0.58824,Class B,11.4,17.3,,,2.5
CM-1338813,JAK1 EC50(uM),0.0818,,403.48,84.23,0.883,0.7648,1,8,4,0.45455,Class B,7.55,34.2,,,27.7
CM-1241703,JAK1 EC50(uM),0.0531,,363.42,93.32,-0.364,-0.3943,1,8,3,0.47368,Class B,25.1,525,,,11.9
CM-1823918,JAK1 EC50(uM),1.65,,228.29,44.81,2.348,2.3025,1,4,2,0.53846,Class B,,,,,
CM-1266432,JAK1 EC50(uM),0.0291,,456.49,95.39,1.001,0.9678,2,8,3,0.57895,Class B,48.9,73,,,85.5
CM-1367600,JAK1 EC50(uM),0.0725,,347.42,75,0.145,-1.1018,1,7,4,0.36842,Class B,3.53,578,,,32.8
CM-1175949,JAK1 EC50(uM),0.904,,293.32,68.1,1.823,1.8235,1,6,4,0.1875,Class B,45,70,,,11.8
CM-1299669,JAK1 EC50(uM),0.0997,,280.33,82.66,0.881,0.8813,1,6,3,0.46667,Class B,8.95,29,,,2.5
CM-1307291,JAK1 EC50(uM),0.0925,,343.42,88.33,0.864,0.8641,2,7,3,0.61111,Class B,7.91,580,,,11.1
CM-1062696,JAK1 EC50(uM),0.803,,268.36,53.6,2.759,2.6952,2,4,2,0.625,Class B,11.6,4,,,23.5
CM-1145814,JAK1 EC50(uM),0.23,,343.39,106.07,2.156,2.1559,3,7,4,0.26316,Class B,46,,,,16.4
CM-1267894,JAK1 EC50(uM),0.0427,,390.48,75.82,3.9,3.9,2,6,4,0.3913,Class B,,,,,
CM-1351421,JAK1 EC50(uM),0.147,,354.45,71.34,1.019,0.5324,1,7,3,0.63158,Class B,0.553,174,,,3.75
CM-1175932,JAK1 EC50(uM),0.934,,227.27,58.87,0.869,0.869,1,5,3,0.41667,Class B,66.2,473,,,3.89
CM-1307286,JAK1 EC50(uM),0.0521,,355.43,77.33,1.08,1.0795,1,7,3,0.63158,Class B,15.1,591,,,18.7
CM-1291927,JAK1 EC50(uM),0.596,,384.48,80.57,0.657,0.5646,1,8,3,0.65,Class B,3.23,622,,,14.8
CM-1374168,JAK1 EC50(uM),0.0701,,377.44,93.32,-0.554,-0.5541,1,8,3,0.5,Class B,0,200,,,4.94
CM-1367595,JAK1 EC50(uM),0.342,,347.42,75,0.657,-0.7173,1,7,4,0.36842,Class B,,,,,
CM-1145329,JAK1 EC50(uM),0.36,,386.37,73.49,3.465,3.4614,2,6,4,0.31579,Class B,0.809,,,,
CM-1377427,JAK1 EC50(uM),0.126,,419.52,90.9,2.26,2.2146,1,8,3,0.52174,Class B,32.4,200,,,8.3
CM-1295982,JAK1 EC50(uM),0.00318,,373.47,92.15,0.559,0.5584,2,7,3,0.55556,Class B,3.19,223,,,2.81
CM-1187155,JAK1 EC50(uM),2.04,,338.41,88.91,1.88,1.8353,1,7,2,0.55556,Class B,,,,,
CM-1247660,JAK1 EC50(uM),0.0134,,366.46,69.52,0.905,0.8744,1,7,3,0.55,Class B,45.5,447,,,104
CM-1234977,JAK1 EC50(uM),0.413,,345.36,120.47,-0.152,-0.152,2,9,4,0.29412,Class B,,,,,
CM-1267334,JAK1 EC50(uM),0.0103,,387.5,92.15,1.314,1.2813,2,7,3,0.57895,Class B,36.1,8.57,,,5.6
CM-1175948,JAK1 EC50(uM),1.44,,279.3,68.1,1.301,1.301,1,6,4,0.13333,Class B,63.9,76,,,2.5
CM-1265597,JAK1 EC50(uM),0.0153,,373.47,92.15,0.791,0.7588,2,7,3,0.55556,Class B,10.4,66.2,,,5.11
CM-1371349,JAK1 EC50(uM),0.148,,372.42,118.78,-1.429,-1.4294,4,9,3,0.5,Class B,1.64,200,,1.63,8.57
CM-1365244,JAK1 EC50(uM),0.0633,,356.42,98.55,-0.382,-0.3825,3,8,3,0.5,Class B,1.71,168,,,2.5
CM-1208391,JAK1 EC50(uM),2.93,,388.49,105.04,0.478,0.4778,2,8,3,0.61111,Class B,,605,,,
CM-1254928,JAK1 EC50(uM),0.0711,,377.44,93.32,-0.073,-0.1044,1,8,3,0.5,Class B,76.4,545,,,9.62
CM-1365246,JAK1 EC50(uM),0.0644,,356.42,98.55,-0.382,-0.3825,3,8,3,0.5,Class B,0,200,,5.9,2.76
CM-1302927,JAK1 EC50(uM),0.254,,335.35,68.1,1.323,1.3234,1,6,3,0.5625,Class B,47.2,404,,,2.5
CM-1370089,JAK1 EC50(uM),0.0644,,382.46,87.55,-0.09,-0.0902,2,8,3,0.55,Class B,3,184,,,10.8
CM-1252116,JAK1 EC50(uM),0.0679,,360.43,95.38,0.133,-0.0166,2,8,3,0.5,Class B,31,321,,,5.81
CM-1291060,JAK1 EC50(uM),0.0704,,374.46,105.04,0.191,0.1908,2,8,3,0.58824,Class B,1.05,257,,,2.5
CM-1117382,JAK1 EC50(uM),0.0042,,346.41,96.25,-0.821,-0.8214,1,8,3,0.53333,Class B,,,,,
CM-1370088,JAK1 EC50(uM),0.136,,294.35,73,0.31,0.298,1,6,3,0.4375,Class B,,200,,9.69,9.6
CM-1181391,JAK1 EC50(uM),0.3,,349.39,102.97,-0.058,-0.058,1,8,3,0.5,Class B,,,,,
CM-1250305,JAK1 EC50(uM),0.0129,,373.4,66.28,0.68,0.6494,1,6,3,0.52632,Class B,51.8,81.3,,,10.3
CM-1341545,JAK1 EC50(uM),0.0348,,393.49,83.06,1.83,1.7298,1,8,3,0.52381,Class B,7.13,525,,9.35,15.5
CM-1192798,JAK1 EC50(uM),0.151,,374.46,105.04,0.046,0.0463,2,8,3,0.58824,Class B,13.3,37,,,2.5
CM-1357957,JAK1 EC50(uM),0.0169,,391.47,86.52,1.462,1.4608,2,7,4,0.31818,Class B,39,161,,,4.4
CM-1288694,JAK1 EC50(uM),0.0211,,378.47,91.89,1.937,1.937,1,7,3,0.61905,Class B,12.7,120,,4.66,12.4
CM-1344978,JAK1 EC50(uM),0.711,,283.37,68.59,2.852,2.8061,1,5,2,0.5625,Class B,13,26.8,,,43.5
CM-1156381,JAK1 EC50(uM),1.09,,345.36,120.47,0.086,0.0859,2,9,4,0.29412,Class B,23.6,15,,,2.5
